project,package,class,method,time_green
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemViewType.(I)I,28
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,26
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemId.(I)J,27
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemViewType.(I)I,28
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItem.(I)Ljava/lang/Object;,26
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemId.(I)J,28
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemViewType.(I)I,38
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,setCheckedItemPosition.(I)V,27
butterflylove,practice,FourSum,isSame.(IIII)Z,52
alexditu,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,27
alexditu,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemId.(I)J,39
alexditu,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemViewType.(I)I,36
alexditu,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,33
alexditu,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemId.(I)J,31
alexditu,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemViewType.(I)I,29
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,26
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemId.(I)J,27
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemViewType.(I)I,31
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItem.(I)Ljava/lang/Object;,27
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemId.(I)J,26
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemViewType.(I)I,28
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,setCheckedItemPosition.(I)V,26
josinmartinez,Pruebas.LocalSearch,EightQueens,rowLessViolationsByColumn.(I)I,28
josinmartinez,Pruebas.LocalSearch,EightQueens,violations.(I)I,29
