project,package,class,method,time
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setScore.(I)V,27
martincameron,micromod,Note,keyToString.(I)Ljava/lang/String;,60
BoBinLee,com.skhu.service,SkhuBrdService,addSkhuBrd.(II)Z,28
Sidereo,com.sidereo.paparazzi.adapter,PictureAdapter,getItemViewType.(I)I,28
divinebooger,-,Board,drawBoard.(II)V,333
eevans,SevenZip.Compression.LZ,OutWindow,GetByte.(I)B,33
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,isCellEditable.(II)Z,33
MikeLydeamore,powercrystals.core.gui.controls,Button,onMousePressed.(III)Z,40
mookie1097,mooklabs.ivdconnect,NavigationDrawerFragment,selectItem.(I)V,29
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,onPageScrollStateChanged.(I)V,28
eevans,SevenZip.Compression.LZMA,Base,StateIsCharState.(I)Z,32
twitter,com.twitter.http2,HttpHeaderBlockEncoder,setDecoderMaxHeaderTableSize.(I)V,28
martincameron,micromod.compiler,AudioData,scale.(I)Lmicromod/compiler/AudioData;,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getAugmentedTime.(I)I,29
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchDragged.(III)Z,38
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getDepartamentoById.(I)Ljava/lang/Object;,29
pfyuit,com.pfyuit.myalgorithm.datastructure.graph,PriorityQueue,trickleUp.(I)V,35
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,remove.(I)F,30
KenyStev,LabProgra2,Residencial,InformacionCasa.(I)Z,31
Artur-,org.vaadin.artur,DayValidator,getDaysInMonth.(I)I,79
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuAdapter,getItemViewType.(I)I,30
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingListActivity,setBehindContentView.(I)V,26
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidNumberOfColumns.(I)Z,35
yxsu,com.petuum.ps.server,Server,init.(I)V,28
si-yao,utility,SocketService,getInstance.(I)Ljava/lang/Object;,29
divinebooger,-,ObjectList,get.(I)Ljava/lang/Object;,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,byteAtDistance.(I)I,32
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getCargoById.(I)Ljava/lang/Object;,33
linsonzhao,video.app.autobahn,WebSocketOptions,setSocketConnectTimeout.(I)V,33
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,remove.(I)S,31
supernova-cmu,CV,CrossValidation,validate.(I)Ljava/lang/Object;,29
MikeLydeamore,powercrystals.core.gui.controls,ListBox,scrollTo.(I)V,30
martincameron,micromod,Channel,row.(IIII)V,30
sheryanresutov,gui,GamePanel,decreaseScore.(I)V,28
alexditu,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemViewType.(I)I,28
kinneyyan,com.antonyt.infiniteviewpager,MinFragmentPagerAdapter,getItem.(I)Ljava/lang/Object;,28
martincameron,micromod,Note,transpose.(II)I,221
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,onAnimationFinished.(II)V,36
RedingG,com.reding.qrcard,WelcomeActivity,setCurDot.(I)V,30
luizrogeriocn,-,ListaDeCantinas,referenciaCadastrada.(I)Z,29
jlnunn2372,main.java.bubblePopper,ScoreBoardController,addScoreToList.(II)V,29
yxsu,com.petuum.ps.server,Server,addRowRequest.(IIII)V,30
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,ensureCapacity.(I)V,30
aurora-lzzp,student,ClassMgr,setClassMgrid.(I)V,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,add.(II)V,41
jalpan-randeri,model,Dataset,getPoint.(I)Ljava/lang/Object;,29
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,write.(I)V,27
martincameron,micromod,Instrument,setFineTune.(I)V,40
josinmartinez,Pruebas.LocalSearch,EightQueens,violations.(I)I,36
harithan81,com.lm.service,BookService,placeHoldOnBook.(I)Ljava/lang/Object;,30
yxsu,com.petuum.ps.server,CallBackSubs,subscribe.(I)Z,29
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,setBitByPosition.(I)V,37
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchDown.(IIII)Z,27
sheryanresutov,GameBackEnd,GameLobby,createGame.(I)Ljava/lang/Object;,28
MikeLydeamore,cofh.gui.client,GuiFriendsList,mouseClicked.(III)V,28
clhernandez,cl.usach.lab1.db.DAO.rrhh,CargoDAO,getCargoById.(I)Ljava/lang/Object;,30
JsonHunt,org.apache.cordova,LinearLayoutSoftKeyboardDetect,onMeasure.(II)V,30
voodoodyne,org.subethamail.smtp.server,SMTPServer,setPort.(I)V,27
igrief15,-,Board,drawBoard.(II)V,316
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getClienteById.(I)Ljava/lang/Object;,30
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopMusic.(I)V,28
twitter,com.twitter.http2,HttpConnection,updateAllSendWindowSizes.(I)V,27
yxsu,com.petuum.ps.common.util,VectorClock,isUniqueMin.(I)Z,33
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowHeight.(I)V,29
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemViewType.(I)I,30
MikeLydeamore,cofh.gui,GuiTextList,selectLine.(I)V,29
tphoney,com.android.neverheardthat,Collection,getArtist.(I)Ljava/lang/Object;,29
thergbway,gui,MazeVisualizer,addAppropriateFlagIfPossible.(II)V,29
KenyStev,com.ZeroStudio.Algorimos.week1,WeightedQuickUnionUF,connected.(II)Z,29
alkatena,aviones.modelo,ScoreMax,actualizarPuntaje.(I)V,32
martincameron,micromod.compiler,AudioData,resample.(II)Lmicromod/compiler/AudioData;,30
jlnunn2372,bubblePopper,ScoreBoardController,comapreScore.(I)V,29
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItemId.(I)J,29
sheryanresutov,GameBackEnd,GameLobby,findGame.(I)Ljava/lang/Object;,30
twitter,com.twitter.http2,HttpConnection,getPendingWrite.(I)Ljava/lang/Object;,30
frigidrain,scheduler,TaskGroup,setUrgency.(I)V,28
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getByteSizeHash.(I)I,37
Kevin-unipe,data.br,Data,setMes.(I)V,38
tliu17,-,ClosedHashing,lookUp.(I)V,32
frigidrain,scheduler,TaskGroup,setDifficulty.(I)V,27
jlnunn2372,bubblePopper,ScoreBoardController,addScoreToList.(II)V,30
ey-,com.aje.logic16.app.GameLogic,GameLogic,buttonClicked.(I)V,28
twitter,com.twitter.http2,HttpConnection,getReceiveWindowSizeLowerBound.(I)I,28
divinebooger,-,Board,occupy.(II)V,26
linsonzhao,video.app.com.views,ScallingImageView,resolveAdjustedSize.(III)I,28
tecnomatico,com.freelancersteam.www.java.tomafoto.dominio.dao.imp,EmpleadoDaoImp,getAsistencia.(I)Ljava/lang/Object;,28
fiddenmar,com.jlabs.lab6,EncodingCipher,getEncoding.(I)Ljava/lang/String;,62
WyattPearson,server,ReversiGame,flip.(II)V,28
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getRotation.(I)I,29
jlnunn2372,bubblePopper,ScoreBoardController,setHighScore.(I)V,27
martincameron,ibxm,Data,ubeShort.(I)I,34
PunchApp,com.android.volley.toolbox,PoolingByteArrayOutputStream,expand.(I)V,29
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setHighScore.(I)V,27
TBtomislav,jxl.biff.formula,Area3d,adjustRelativeCellReferences.(II)V,28
pinguo-zhangshuchun,kari.com.org.camerademo,CameraActivity,changeCameraZoom.(I)V,28
Kevin-unipe,data.br,Data,setAno.(I)V,33
Kevin-unipe,data.br,Data,setDia.(I)V,37
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,isCellEditable.(II)Z,34
sheryanresutov,gui,CardGrid,setGameID.(I)V,27
double0291,com.android.volley.toolbox,PoolingByteArrayOutputStream,expand.(I)V,28
voodoodyne,org.subethamail.smtp.io,ExtraDotOutputStream,write.(I)V,30
igrief15,-,Board,function.(I)I,29
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,findViewById.(I)Ljava/lang/Object;,28
KenyStev,-,PalindromoAir,firstAvailable.(I)I,29
zyq001,edu.bupt.zyq,FactorialTrailingZeroes,trailingZeroes.(I)I,69
sheryanresutov,GameBackEnd,Game,dropPlayerFromSB.(I)Ljava/lang/Object;,28
eevans,SevenZip.Compression.LZMA,Base,StateUpdateShortRep.(I)I,33
jordanywhite,edu.up.cs301.game.config,GameConfig,removePlayer.(I)V,33
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemId.(I)J,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,add.(I)V,27
di-ruan,shared,RDSWrapper,deleteCoupon.(II)Z,28
phdabel,util,MASLABRouting,getRoadIDs.(I)Ljava/lang/Object;,28
caseyjames,assignment8,HashTable,isPrime.(I)Z,28
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,eliminarDepartamento.(I)Z,34
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnInfo.(II)Z,39
clear2zero,com.ksy.media.data,MediaPlayerUtils,isWindowMode.(I)Z,29
double0291,com.android.volley.toolbox,ByteArrayPool,getBuf.(I)[B,49
phdabel,ufrgs.maslab.abstractsimulator.algorithms,KMeans,initializeCentroids.(I)V,38
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,pause.(I)V,29
martincameron,ibxm,Data,sByte.(I)B,34
divinebooger,-,GenericList,get.(I)Ljava/lang/Object;,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeBits.(II)V,37
sheryanresutov,gui,GamePanel,blockTimer.(I)V,29
krisnaru,-,PrimeNumbers,testManual.(I)V,103
hpu-spring87,com.hpuvoice.app,ChatActivity,isDeletePng.(I)Z,33
nemui,deep.dark.lonebrewer,LBWFCompanionConfigActivity,onConnectionSuspended.(I)V,28
clear2zero,com.ksy.media.widget,MediaPlayerView,requestPlayMode.(I)Z,30
butterflylove,practice,FourSum,isSame.(IIII)Z,102
igorgatis,com.googlecode.compress_j2me.lzc,LZCStream,readCode.(I)I,30
fabiuz7,util,GetData,getIntFromKeyboard.(II)I,313
wenjiang,com.zwb.simple.ui,SelectorDrawable,setColors.(II)V,38
billcchung,tw.billchung.taiwancoffeeprices,MainActivity,onNavigationDrawerItemSelected.(I)V,32
igrief15,-,Position,occupy.(I)V,37
frigidrain,scheduler,TaskGroup,setDuration.(I)V,27
mithunkumarnallu,SchedulingAlgos,ProcessInfo,UpdateReadyQueueWaitTime.(I)V,26
sheryanresutov,GameBackEnd,Game,disconnectPlayer.(I)V,27
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,getItemId.(I)J,27
zyq001,edu.bupt.zyq,ClimbingStairs,climbStairs.(I)I,73
Jumping-alien-W-and-M,jumpingalien.model,World,getTilePos.(I)I,29
niosus,com.learnit.learnit.activities,HomeworkActivity,removeWordFromActiveList.(I)V,28
coronalabs,plugin.google.iap.v3.util,IabHelper,getResponseDesc.(I)Ljava/lang/Object;,28
clrung,-,Heap,exchange.(II)V,26
hpu-spring87,com.hpuvoice.XlistView,XListView,resetHeaderHeight.(I)V,27
