project,package,class,method,time_green
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,pause.(I)V,35
martincameron,ibxm,Data,sByte.(I)B,28
divinebooger,-,GenericList,get.(I)Ljava/lang/Object;,28
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeBits.(II)V,33
sheryanresutov,gui,GamePanel,blockTimer.(I)V,28
aurora-lzzp,hex,Func_bin,_convert.(II)Ljava/lang/String;,41
krisnaru,-,PrimeNumbers,testManual.(I)V,39
hpu-spring87,com.hpuvoice.app,ChatActivity,isDeletePng.(I)Z,28
tkleisas,org.teacake.monolith.apk,HighScoreTable,getHighScore.(I)Ljava/lang/Object;,26
nemui,deep.dark.lonebrewer,LBWFCompanionConfigActivity,onConnectionSuspended.(I)V,27
clear2zero,com.ksy.media.widget,MediaPlayerView,requestPlayMode.(I)Z,28
butterflylove,practice,FourSum,isSame.(IIII)Z,54
sivang,org.kde.necessitas.origo,QtActivity,super_onCreateDialog.(I)Ljava/lang/Object;,28
abraxasson,at.abraxas.amarino.example.plugin.compass,MyEditActivity,getRateText.(I)Ljava/lang/Object;,27
igorgatis,com.googlecode.compress_j2me.lzc,LZCStream,readCode.(I)I,28
fabiuz7,util,GetData,getIntFromKeyboard.(II)I,91
wenjiang,com.zwb.simple.ui,SelectorDrawable,setColors.(II)V,28
billcchung,tw.billchung.taiwancoffeeprices,MainActivity,onNavigationDrawerItemSelected.(I)V,27
igrief15,-,Position,occupy.(I)V,29
frigidrain,scheduler,TaskGroup,setDuration.(I)V,27
mithunkumarnallu,SchedulingAlgos,ProcessInfo,UpdateReadyQueueWaitTime.(I)V,27
sheryanresutov,GameBackEnd,Game,disconnectPlayer.(I)V,26
di-ruan,shared,RDSWrapper,getRestaurantConfig.(I)Ljava/lang/Object;,27
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,getItemId.(I)J,26
TBtomislav,jxl.biff,Type,createType.(I)Ljxl/biff/Type;,28
zyq001,edu.bupt.zyq,ClimbingStairs,climbStairs.(I)I,56
Jumping-alien-W-and-M,jumpingalien.model,World,getTilePos.(I)I,27
niosus,com.learnit.learnit.activities,HomeworkActivity,removeWordFromActiveList.(I)V,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,getValueAt.(II)Ljava/lang/Object;,26
coronalabs,plugin.google.iap.v3.util,IabHelper,getResponseDesc.(I)Ljava/lang/Object;,27
clrung,-,Heap,exchange.(II)V,26
hpu-spring87,com.hpuvoice.XlistView,XListView,resetHeaderHeight.(I)V,30
AdaptiveSystem,com.movie.worth.dao,Ratings,getRatingsOfOneMovie.(I)Ljava/lang/Object;,28
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeDoorAmount.(I)Z,31
