project,package,class,method,time
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,serverAcknowledgeVersion.(II)V,31
sheryanresutov,GameBackEnd,GameBoard,removeSet.(III)V,29
MikeLydeamore,powercrystals.core.gui.controls,Button,drawForeground.(II)V,27
DunnR,-,BinaryTree,search.(I)Z,38
WyattPearson,client,GameController,place.(II)V,30
divinebooger,huglife,HugLifeUtils,randomInt.(II)I,29
jordanywhite,edu.up.cs301.othello,OthelloState,playDisk.(II)V,29
WyattPearson,-,ReversiGame,flip.(II)V,29
tliu17,-,ClosedHashing,lookUp.(I)V,32
dumchikov,com.grumoon.pulllistview,PullListView,canScroll.(I)Z,29
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarProducto.(I)Z,28
phil132,de.gistribution.beuth.phil.gistribution_v1,NavigationDrawerFragment,selectItem.(I)V,29
compgen-io,io.compgen.common,TallyCounts,incr.(I)V,34
MikeLydeamore,cofh.gui,GuiTextList,selectLine.(I)V,29
KenyStev,ChessChaturanga.Logica.Pieces,Tower,validMovement.(II)Z,28
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingFragmentActivity,setContentView.(I)V,32
zhangruoxu,VC.CodeGen,Emitter,emitFLOAD.(I)V,34
gpfjeff,com.gpfcomics.android.ppp,Cardset,setLastCard.(I)V,28
vehicle-history,io.vehiclehistory.adapter,VehicleDataAdapter,getItem.(I)Ljava/lang/Object;,28
martincameron,micromod,Channel,row.(IIII)V,38
jglewis93,com.example.jon.restroomradar,SchemaContract,getLatitude.(I)D,42
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,remove.(I)S,29
divinebooger,-,Calculator,multiply.(II)I,33
zlim,jnt.scimark2,MonteCarlo,integrate.(I)D,37
clear2zero,com.ksy.media.widget,MediaPlayerMovieRatioView,show.(I)V,33
yxsu,com.petuum.ps.server,CallBackSubs,subscribe.(I)Z,28
coronalabs,plugin.google.iap.v3.util,IabHelper,getResponseDesc.(I)Ljava/lang/Object;,28
frigidrain,scheduler,TaskGroup,setValue.(I)V,26
danvo,android.bignerdranch.com.criminalintent,DatePickerFragment,sendResult.(I)V,28
WyattPearson,-,Board,function.(I)I,28
jordanywhite,edu.up.cs301.othello,OthelloState,getDisk.(II)Ljava/lang/Object;,28
gpfjeff,com.gpfcomics.android.ppp,Cardset,fitsMaxCardWidth.(II)Z,29
divinebooger,-,Calculator,printHistory.(I)V,33
Jumping-alien-W-and-M,jumpingalien.model,World,getProperXWindow.(I)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,setXWindow.(I)V,27
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,ensureCapacity.(I)V,29
clear2zero,com.ksy.media.widget,CenterLayout,onMeasure.(II)V,27
twitter,com.twitter.http2,HttpConnection,updateAllSendWindowSizes.(I)V,26
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,eliminarCargo.(I)Z,28
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,hideButtons.(II)V,28
yxsu,com.petuum.ps.server,Server,clock.(II)Z,27
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,pause.(I)V,27
sheryanresutov,GameBackEnd,Game,leave.(I)V,26
jglewis93,com.example.jon.restroomradar,SchemaContract,getDescription.(I)Ljava/lang/Object;,28
sheryanresutov,GameBackEnd,GameBoard,addCards.(I)V,32
billcchung,tw.billchung.taiwancoffeeprices,MainActivity,onNavigationDrawerItemSelected.(I)V,27
linsonzhao,video.app.autobahn,ByteBufferOutputStream,expand.(I)V,26
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingListActivity,findViewById.(I)Ljava/lang/Object;,38
netixx,fr.enst.infsi351.notedown.fragment,CutPdfRendererFragment,showPage.(II)V,30
eevans,SevenZip.Compression.LZ,InWindow,GetMatchLen.(III)I,34
rails-school,org.railsschool.tiramisu.views.patterns,ReminderSeekbarLabelPattern,_setCurrent.(I)V,28
ahielg,hebrewDate,CalendarUtils,getJewishMonthName.(II)Ljava/lang/Object;,29
sheryanresutov,gui,GamePanel,setTimer.(I)V,29
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,findViewById.(I)Ljava/lang/Object;,29
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopMusic.(I)V,27
mithunkumarnallu,SchedulingAlgos,ProcessInfo,WaitForIO.(I)V,28
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getCurrentCwnd.(I)I,26
KenyStev,LabProgra2,Residencial,InformacionCasa.(I)Z,28
abraxasson,at.abraxas.amarino.example.plugin.compass,MyEditActivity,getRate.(I)I,47
josinmartinez,Pruebas.LocalSearch,EightQueens,violations.(I)I,35
Mandrivia,main,ProblemData,setAreaDimension.(III)V,29
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,onPageSelected.(I)V,29
frigidrain,scheduler,TaskGroup,priority.(I)I,28
lorinczpatrik,tema2_TP,Simulator,addClients.(I)V,28
zyq001,edu.bupt.zyq,MinStack,push.(I)V,52
igrief15,-,Position,unoccupy.(I)V,35
PunchApp,com.android.volley.toolbox,ByteArrayPool,getBuf.(I)[B,31
MikeLydeamore,powercrystals.core.gui.controls,ListBox,onScroll.(I)V,27
TBtomislav,jxl.write.biff,RowRecord,setOutlineLevel.(I)V,28
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isGzip.(II)Z,29
immlf,ua.pp.lab101.synthesizercontrol.activity.accessory,ReadDataFromCSVFileActivity,getTimeInSeconds.(III)I,28
Kevin-unipe,data.br,Data,setMes.(I)V,36
TBtomislav,jxl.biff.formula,CellReference3d,adjustRelativeCellReferences.(II)V,28
tkleisas,org.teacake.monolith.apk,SoundPoolManager,startMusic.(I)V,26
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newCon.(I)I,37
pfyuit,com.pfyuit.myalgorithm.datastructure.graph,PriorityQueue,trickleDown.(I)V,33
KenyStev,-,Picture,get.(II)Ljava/awt/Color;,39
TBtomislav,jxl.write.biff,WritableWorkbookImpl,removeSheet.(I)V,34
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,setHasMoreData.(II)V,30
eevans,SevenZip.Compression.LZ,OutWindow,GetByte.(I)B,39
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,scrolled.(I)Z,35
hpu-spring87,com.hpuvoice.fragment,NavigationDrawerFragment,selectItem.(I)V,36
igrief15,-,Position,occupy.(I)V,33
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getRoundTripTime.(I)I,26
xcerox,com.libreriajRR.seguridad,CoreValidacion,isSymbol.(I)Z,28
kinneyyan,com.yanshi.my36kr.common.view.slidingTab,SlidingTabLayout,setCustomTabView.(II)V,28
clhernandez,cl.usach.lab1.db.DAO.finanzas,ClienteDAO,getClienteById.(I)Ljava/lang/Object;,28
kschlorff16,-,Picture,get.(II)Ljava/awt/Color;,37
WyattPearson,-,Board,occupy.(II)V,25
tliu17,-,ListGraph,getNeighbors.(I)Ljava/util/List;,28
leetea,com.androidexample.noisealert,SoundLevelView,setLevel.(II)V,29
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopSound.(I)V,27
clhernandez,cl.usach.lab1.db.DAO.rrhh,CargoDAO,getCargoById.(I)Ljava/lang/Object;,31
The-WUUSTER,-,Plausibility,indexLookup.(I)I,63
nicolas-legroux,-,GraphBuilder,addPartsOfSize.(II)V,28
martincameron,micromod,Macro,transpose.(III)I,29
RomanStoyko,com.storoman.app,MainActivity,onCreateDialog.(I)Ljava/lang/Object;,29
sheryanresutov,GameBackEnd,GameLobby,createGame.(I)Ljava/lang/Object;,28
yxsu,com.petuum.ps.server,Server,getBgVersion.(I)I,28
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,skipBytes.(I)V,39
liulinru13,mmrx.com.metrolayout,MetroView,onMeasure.(II)V,37
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChildrenCount.(I)I,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarOrdenProducto.(I)Z,28
ahielg,hebrewDate,CalendarUtils,getWeekdayOfHebrewDate.(III)I,29
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,getItemId.(I)J,28
martincameron,micromod,Note,keyToString.(I)Ljava/lang/String;,65
clhernandez,cl.usach.lab1.db.DAO.rrhh,DepartamentoDAO,getDepartamentoById.(I)Ljava/lang/Object;,30
KenyStev,-,PalindromoAir,firstAvailable.(I)I,29
nicolas-legroux,-,GraphBuilder,isPart.(IIII)Z,28
online-solutions,plus.studio.beta.streamvideo.mediacontroller,VideoControllerView,show.(I)V,30
SalesforceEng,com.salesforce.keystone.roadrunner.nio.streams,ByteBufferOutputStream,write.(I)V,51
vdzundza,main,HashMap,getIndex.(I)I,34
xianc,-,Cell,groupSolve.(IIII)V,187
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemViewType.(I)I,28
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,copyFromEnd.(II)V,29
MikeLydeamore,cofh.gui.client,GuiFriendsList,drawGuiContainerForegroundLayer.(II)V,29
clrung,-,Heap,exchange.(II)V,26
WyattPearson,server,ReversiGame,flip.(II)V,28
pfyuit,com.pfyuit.myalgorithm.datastructure.tree,Heap,trickleDown.(I)V,28
TBtomislav,jxl.biff,FormattingRecords,getNumberFormat.(I)Ljava/lang/Object;,27
BoBinLee,com.skhu.service,SkhuBrdService,addSkhuBrd.(II)Z,28
luizrogeriocn,-,ListaDeCantinas,buscarEstoque.(I)I,28
KenyStev,examen1labprg2,Empresa,payEmploye.(I)Z,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,canInput_Item.(I)Z,29
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setScore.(I)V,27
vehicle-history,io.vehiclehistory.fragment,NavigationDrawerFragment,selectItem.(I)V,30
si-yao,utility,SocketService,getInstance.(I)Ljava/lang/Object;,28
wenjiang,com.zwb.simple.ui,SelectorDrawable,setColors.(II)V,30
frigidrain,scheduler,TaskGroup,setId.(I)V,26
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,getItemId.(I)J,27
MikeLydeamore,cofh.item,ItemBase,getIconFromDamage.(I)Ljava/lang/Object;,28
aurora-lzzp,student,ClassMgr,delClass.(I)Z,26
eevans,SevenZip.Compression.LZMA,Base,StateUpdateShortRep.(I)I,31
Mandrivia,main,ProblemData,isTarget.(II)Z,28
sheryanresutov,GameBackEnd,Game,returnScore.(II)Ljava/lang/Object;,27
martincameron,ibxm,Data,uByte.(I)I,32
divinebooger,-,ArrayList61B,get.(I)Ljava/lang/Object;,47
Jumping-alien-W-and-M,jumpingalien.model,World,getHash.(II)I,29
caseyjames,FinalProject,PriorityQueueHEAP,percolateUp.(I)V,35
jlnunn2372,main.java.bubblePopper,ScoreBoardController,addScoreToList.(II)V,29
sephiroth74,it.sephiroth.android.library.overlaymenu,OverMenuView,createMenuOverlay.(I)V,30
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,set.(II)I,29
eevans,SevenZip.Compression.LZMA,Decoder,SetLcLpPb.(III)Z,29
endangh,p9.c,ArraysMatakuliah,deleteByIndeks.(I)V,28
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnError.(II)Z,29
yxsu,com.petuum.ps.common.util,VectorClock,tick.(I)I,29
Jumping-alien-W-and-M,jumpingalien.model,World,setYWindow.(I)V,37
mithunkumarnallu,SchedulingAlgos,ProcessInfo,UpdateReadyQueueInsertTime.(I)V,28
